id,Price
15246,14397
5176,5502
3143,7124
3360,27037
3105,9537
5390,11365
15021,21858
17878,31885
17425,29198
1403,11169
175,6473
7561,4382
4698,4257
1713,3931
10733,32207
2737,17364
4453,19290
9129,2613
8383,13814
10009,23557
17596,17271
590,8778
10362,8840
17936,10874
2754,21735
2041,10735
10330,4791
13470,8978
1397,4463
10565,16599
15837,7544
1140,19019
4474,35819
3404,32513
9497,20001
246,32308
9969,9181
2,8907
8193,7807
5137,37282
17977,16246
2163,3576
12032,11775
3358,13424
2363,8703
15198,54022
13108,32857
2685,26745
15917,29552
15366,19317
3773,6510
3896,18005
17632,9146
16494,4984
8136,9033
12746,29389
7351,6286
14264,18048
7810,12208
8693,7930
2631,11771
7337,36884
16605,8733
10262,4011
9505,27278
15045,16653
2690,4001
12781,1613
7170,35903
17369,6513
6958,7630
11673,16583
18256,13105
4114,13796
6884,12423
6944,6313
2484,18463
12059,3411
3340,38798
7244,35766
538,24178
17033,2536
2492,4883
9127,7972
1852,8698
2634,3713
13985,21613
14309,17947
5143,7463
12940,11006
2445,10474
5204,15211
11309,12803
4873,21853
10713,2922
9846,4938
16698,55834
16047,16538
2310,11717
11602,19144
15158,3040
16370,11203
3103,15603
1757,26945
10966,8124
13415,12369
600,7176
14911,21350
9652,5814
17148,8510
1722,3065
14431,13399
17742,8418
12853,19232
13270,5462
6696,8429
15322,5654
17553,14930
14906,7746
15403,908
4859,23148
2857,23599
18588,12113
10158,17295
13071,10421
11722,7174
11616,13492
285,3565
3291,11629
2125,1166
4799,24891
7734,4505
14188,6291
13434,6327
3435,17697
9639,5248
18303,3287
394,12704
2024,8305
5456,15019
9297,34617
13964,9017
2943,14125
10800,17031
4254,6895
443,3325
9966,9927
942,19061
6260,7071
13867,43387
14976,30838
18253,5326
10628,29257
2323,5638
17298,31904
10544,39107
7806,3098
6834,37192
15283,84858
17054,34516
15488,9338
703,19015
11438,34195
18553,8482
3870,7386
9334,4413
1166,6761
11367,24704
8141,8028
13352,12721
519,3412
10905,3702
163,13905
18160,4217
16205,19399
16868,5561
13271,13030
1821,20319
11405,8691
2203,7582
14597,9079
14120,9902
14222,3824
897,11159
203,30813
10719,4927
7665,15621
11576,7898
6334,7686
16920,26243
17340,10732
1629,16286
6602,3750
16479,137654
16112,1742
9071,1890
18785,7473
8609,12879
4589,27263
5688,14020
15455,6760
4648,19295
2369,5519
14752,13612
6306,6614
15110,10529
9009,6312
7649,12396
6325,32649
15987,2029
14403,18380
16948,4908
9033,4691
10466,24888
5013,20949
13744,1682
18335,19045
1737,31348
12923,34322
3145,2790
9281,6210
4167,7996
12522,7432
7955,14067
17652,8227
3386,27153
7468,7547
4170,13195
6783,21323
7778,46829
3447,6994
6109,19904
2904,6067
12744,23372
4998,9156
3348,3089
9475,15999
15737,14730
3885,29079
12467,23590
236,7133
7582,8140
6752,4991
12602,13262
14140,6804
10845,14211
716,17409
1909,42495
4658,11887
1920,8835
13907,7701
10536,28360
11320,38956
6551,10894
15020,7275
12580,11207
1933,5757
1580,12462
943,12443
15953,16085
5754,8345
10290,7582
6198,21810
6104,10384
16793,21991
8072,9440
12395,7519
777,19102
7007,6474
9844,3565
11270,49606
15936,9400
4179,25354
9959,11732
7667,7607
16015,16039
6853,15482
5275,11420
9317,10090
14799,27105
11809,35035
17440,10754
16458,16429
18227,31681
3530,51540
4569,2551
10721,20463
12527,17779
5563,3996
9862,8787
7871,7462
13696,5402
8230,5220
15533,12133
8370,6640
751,13078
3437,8131
17912,2301
247,13555
7628,1649
4912,11056
93,6363
9463,7216
1400,4830
8935,8835
4078,31829
17217,870
10148,16440
8861,4169
18841,25838
2283,41955
6514,20439
6599,6928
9174,17813
533,16746
10983,14303
1831,8211
6061,15721
7257,26129
5846,24864
18078,9078
6702,2279
9025,13329
18035,5502
19103,5063
14330,11971
16700,9896
14359,14337
13640,9530
4829,21956
9630,20652
4438,7570
2618,15830
10250,15682
18506,13366
2493,7647
8131,8164
13537,5029
15358,4991
2818,11227
6236,8463
470,18032
16058,27437
16732,7996
193,6501
6935,10863
14401,4991
7896,13322
3430,13375
